TH03_0015_S01	3.908813
TH03_0015_S02	1.7484612
TH06_0284_S01	1.9745293
TH03_0287_S01	5.9389915
TH03_0288_S01	4.6746864
TH06_0622_S01	2.8718436
TH06_0628_S01	1.3334237
TH06_0649_S01	2.2110121
TH27_0690_S01	5.2626586
TH27_0692_S01	5.2723966
TH03_0008_S01	2.427606
THR31_0866_S01	4.9809394
THR31_0881_S01	1.2630345
THR31_0882_S01	1.3334237
THR31_0883_S01	4.446256
THR31_0914_S01	5.604071
TARGET-30-PAIFXV-01	1.7824702
TARGET-30-PAIPGU-01	3.9928036
TARGET-30-PAISNS-01	4.908799
TARGET-30-PAITCI-01	3.9671383
TARGET-30-PAITEG-01	0.9782476
TARGET-30-PAIVHE-01	5.121414
TARGET-30-PAIXIF-01	4.0187807
TARGET-30-PAKYZS-01	3.040914
TARGET-30-PAKZRH-01	3.9532883
TARGET-30-PALBFW-01	4.3455033
TARGET-30-PALCBW-01	1.9818863
TARGET-30-PALETP-01	5.001319
TARGET-30-PALEVG-01	9.268439
TARGET-30-PALIIN-01	5.6493087
TARGET-30-PALKUC-01	7.056172
TARGET-30-PALNVP-01	4.24111
TARGET-30-PALTEG-01	3.9020865
TARGET-30-PALUYS-01	5.8907013
TARGET-30-PALVKK-01	3.4867706
TARGET-30-PALWVJ-01	2.9579601
TARGET-30-PALXTB-01	4.782931
TARGET-30-PALZZV-01	9.351409
TARGET-30-PAMBMJ-01	6.0186067
TARGET-30-PAMEZH-01	6.834584
TARGET-30-PAMMXF-01	8.427992
TARGET-30-PAMNLH-01	4.65421
TARGET-30-PAMVRA-01	5.4705787
TARGET-30-PAMYCE-01	4.464034
TARGET-30-PAMZGT-01	7.342111
TARGET-30-PAMZMG-01	8.821489
TARGET-30-PANBJH-01	6.15507
TARGET-30-PANBMJ-01	1.8319125
TARGET-30-PANBSP-01	5.327354
TARGET-30-PANGXK-01	1.9411447
TARGET-30-PANJLH-01	8.438461
TARGET-30-PANKFE-01	2.1473167
TARGET-30-PANLET-01	4.7543197
TARGET-30-PANNMS-01	5.9648633
TARGET-30-PANRHJ-01	4.504637
TARGET-30-PANRRW-01	5.168739
TARGET-30-PANRVJ-01	4.5981727
TARGET-30-PANSBN-01	0.6781482
TARGET-30-PANUIF-01	3.5348513
TARGET-30-PANUKV-01	10.393372
TARGET-30-PANWRR-01	5.1751556
TARGET-30-PANXJL-01	1.1764042
TARGET-30-PANYGR-01	4.747387
TARGET-30-PANZPV-01	3.5825336
TARGET-30-PANZRV-01	5.9549255
TARGET-30-PANZVU-01	4.94768
TARGET-30-PAPBGH-01	0.40063623
TARGET-30-PAPBJE-01	9.13886
TARGET-30-PAPBZI-01	4.30816
TARGET-30-PAPCTS-01	10.288553
TARGET-30-PAPEAV-01	4.604693
TARGET-30-PAPEFE-01	7.6115885
TARGET-30-PAPHPE-01	2.5582678
TARGET-30-PAPICY-01	5.486122
TARGET-30-PAPKWN-01	5.52671
TARGET-30-PAPKXS-01	6.898235
TARGET-30-PAPLSD-01	4.324117
TARGET-30-PAPTAN-01	3.837988
TARGET-30-PAPTCR-01	2.5059025
TARGET-30-PAPTDH-01	4.9574537
TARGET-30-PAPTFZ-01	9.420905
